,index,site_id,n_obs,rmse_ealstm,rmse_xgboost,rmse_lm
82,0,nhdhr_86367951,1,0.5917831420898452,1.5942958831787095,2.8752122374783866
83,0,nhdhr_78686571,4,0.5407698753560517,1.0876258679384647,1.7565241410857526
84,0,nhdhr_136109854,1,1.5996638234456348,1.4628439839680958,2.9361772502058976
85,0,nhdhr_68746532,4,0.5303271595410824,1.2935155318082154,2.49752580376483
86,0,nhdhr_112030197,1,1.0348411560058608,1.9397026062011733,1.7068626214928386
87,0,nhdhr_112030063,54,0.9828203478097554,1.5121226786577633,1.6810518739173983
88,0,nhdhr_112027985,1,0.5372783660888665,1.042960357666015,1.5550040642493848
89,0,nhdhr_136017695,2,1.2497914265907204,1.7733884193203389,1.4019817247245145
90,0,nhdhr_120024007,1,2.8904039001464845,3.0912286376953126,2.8745312035466135
91,0,nhdhr_40515775,3,1.5128218197201557,2.0882307274433236,2.3286177054624204
92,0,nhdhr_80993623,1,4.3305758666992205,3.437797470092775,2.3461377407280537
93,0,nhdhr_112048319,10,2.0178960838337936,2.4919924883559643,2.5287528625534947
94,0,nhdhr_133132064,1,0.3622795867919919,0.3636744689941409,0.031041871459144943
95,0,nhdhr_120024425,2,1.2026093011859516,3.982184513970041,4.866695717535377
96,0,nhdhr_136691098,11,2.077644134338092,3.4013594501810975,1.7070929759419344
97,0,nhdhr_68787640,5,1.1399591310676682,0.9676838282280328,1.6222417879838835
98,0,nhdhr_129756300,11,1.173296276552573,2.2966631829782966,3.1809089836534317
99,0,nhdhr_112640496,1,1.4704769134521491,1.0826290130615241,2.1461059933500515
100,0,nhdhr_139049810,28,1.5375398632548785,3.6552161602770954,2.2148209810528576
101,0,nhdhr_167296357,5,0.947263423307088,1.6308982989725154,1.231139377121507
102,0,nhdhr_34133814,136,2.2195428986140464,3.0464662369128823,3.4994998406310707
103,0,nhdhr_151717764,15,1.9302235217806127,3.213628396065429,3.3448829920246643
104,0,nhdhr_34131191,317,1.1827003109064367,2.1815118261359845,2.7084174062522757
105,0,nhdhr_{2BECF7E1-3F97-4765-9390-51D7655C0DA8},1,0.45754241943359375,0.6273918151855469,0.37181879907066673
106,0,nhdhr_35358103,9,1.001750498327155,1.5679417590707436,1.7739885179012298
107,0,nhdhr_59720465,25,1.1989295555982218,1.7273130724904722,2.856479062266879
108,0,nhdhr_112027725,57,0.6234339143648018,1.126807611321992,1.8045648411790476
109,0,nhdhr_145416586,12,1.203988820439503,2.244825355620694,3.0423551581695807
110,0,nhdhr_112657572,33,2.4046727979360107,1.9771847059049903,2.3663487466237307
111,0,nhdhr_41963605,4,0.8983608386139867,0.5960889449735388,2.013311503699369
112,0,nhdhr_112617772,1,0.8197451782226572,0.7356880950927724,0.030693771970366157
113,0,nhdhr_139261245,4,4.24676864664456,4.692340744394251,5.1598214765866395
114,0,nhdhr_68792796,30,1.6479927745146754,1.6950952720244068,2.16668174085
115,0,nhdhr_121544826,2,0.4797069072571906,0.709524861605565,0.45933718780452587
116,0,nhdhr_112630776,1,1.5079159545898442,0.3697161865234371,0.7637064041993362
117,0,nhdhr_41381589,35,5.084486623383184,5.31407817990772,6.062444184928922
118,0,nhdhr_78642013,2,1.2091315178186692,0.9578315822254694,3.3638534068930226
119,0,nhdhr_40990223,3,0.8829167552956081,1.5245732816588295,2.4569833180406713
120,0,nhdhr_134532463,1,2.691200408935547,0.02756706237792983,0.4262852768762251
121,0,nhdhr_94f884c0-8319-4dd2-b43c-f04bcf49f281,1,1.160279464721679,1.3020908355712884,0.5917580370101625
122,0,nhdhr_86283475,6,1.9475546900009235,1.617901120920991,2.933480512743564
123,0,nhdhr_68758114,8,0.8121960521375582,1.0399955910765561,2.0402934142337084
124,0,nhdhr_69543915,5,1.1488177999679647,2.9722745801794366,2.667042705405468
125,0,nhdhr_40517436,6,2.3839078605175343,2.5352117172704207,2.2641806824023702
126,0,nhdhr_112690696,1,0.7356883239746068,0.6314917755126928,0.19407639434978563
127,0,nhdhr_{A7A62B65-C0C0-499A-AF4C-8D60AAA136F4},97,1.6236951868544323,2.450935550134124,3.2011065907843865
128,0,nhdhr_59724727,1,1.1917173004150392,0.9324342346191408,1.5440339180119658
129,0,nhdhr_68757984,1,1.338468475341795,1.7798079681396466,1.9161914806941347
130,0,nhdhr_34127045,4,1.2616927102536382,1.7449249842104262,2.7894153016461067
131,0,nhdhr_122933883,4,2.253316439687103,2.7361431392198328,3.019699438589437
132,0,nhdhr_155639814,1,0.12982330322265767,0.6411872863769545,2.636875367067809
133,0,nhdhr_129753919,17,2.5364528677838316,2.2572750445614815,3.101663487413022
134,0,nhdhr_108145785,1,0.5981594085693374,0.6116710662841811,0.9731215614706414
135,0,nhdhr_61786113,1,2.1839880625406884,3.313710657755532,1.8994559194830423
136,0,nhdhr_79621283,19,3.8485106975726846,3.298830031217146,5.9199737541084065
137,0,nhdhr_64660466,5,1.2763326289055372,2.0046433194123097,2.544786684596364
138,0,nhdhr_80995429,7,1.0789368350711148,1.8950327882637763,1.745294857871016
139,0,nhdhr_29861595,5,1.6837897028391884,2.7340223879534524,3.2045392151526286
140,0,nhdhr_120818886,1,2.6120386123657227,1.320134162902832,3.6847127820335857
141,0,nhdhr_167740092,5,1.6783353020730878,1.8498027834046358,1.8126438950693795
142,0,nhdhr_114543365,1,0.44278358459472855,1.8226492309570332,0.9108635685937756
143,0,nhdhr_86278023,1,1.9116445922851568,4.441958084106446,5.176587856126375
144,0,nhdhr_{AEAC2200-91F2-465E-AB75-C5FC64C8BE4A},1,1.698470535278318,2.559573593139646,0.40879872347471746
145,0,nhdhr_114318741,4,1.3982674551019139,1.080860004458333,1.3002132256911185
146,0,nhdhr_{A5817043-A9EA-47F2-AB25-B7367B4CCD07},4,0.8521467469155612,0.718292806511999,1.419467663290391
147,0,nhdhr_149087508,3,1.680217138885523,1.3528302115628685,2.5894612451750985
148,0,nhdhr_64665250,1,2.898288803100588,1.5460816192626972,1.2176711770470554
149,0,nhdhr_37648469,246,1.7304546477040321,2.7992786870463173,3.081654698354069
150,0,nhdhr_114540433,30,2.881590577986713,3.6091422787726564,4.107715761266388
151,0,nhdhr_112031643,2,0.5391546874537718,0.6828749595534405,0.9913788257703495
152,0,nhdhr_45337711,110,1.4148881601959302,2.3342331126041507,2.572430518806707
153,0,nhdhr_85830528,2,5.388437849785446,6.470666498973712,6.117088396877544
154,0,nhdhr_61786053,5,1.7376258847915256,4.20244005821296,5.416558016547597
155,0,nhdhr_150994769,1,3.0082859039306626,2.324472808837889,1.7897213917743997
156,0,nhdhr_167762522,1,3.3661599222818985,6.360958582560219,4.59519532013076
157,0,nhdhr_88485766,5,1.2780715160931553,2.6417638165496062,2.3335578866493734
158,0,nhdhr_149743050,1,6.292229461669923,2.3535573959350593,7.572880281772104
159,0,nhdhr_107791593,2,0.7244141122286085,1.9284813241579148,1.7012830280981386
160,0,nhdhr_93069851,1,1.0838562011718746,3.8289285659790036,0.8457600835784032
161,0,nhdhr_148899869,1,0.3210773468017578,0.12521934509277344,2.0097194654856025
162,0,nhdhr_91692261,66,1.9223460708833031,2.714481096067201,2.9558160952385166
163,0,nhdhr_85825970,1,0.14076614379882812,2.3709888458251953,3.4318401511274885
164,0,nhdhr_83681787,8,0.586674144665147,0.5563567750636644,0.9398137766006104
165,0,nhdhr_114961729,1,0.45337280273437486,0.06079849243164048,0.7961505812449978
166,0,nhdhr_128058170,1,1.8066221237182614,0.14310607910156214,1.9073699049704995
167,0,nhdhr_34121856,80,2.4624799986642527,2.312047911773777,2.837553556773979
168,0,nhdhr_112028419,63,1.0219529025456593,1.5246356101383423,2.180293892387975
169,0,nhdhr_122187194,1,0.46084877014159886,0.7757539367675754,1.6762454185616384
170,0,nhdhr_120819521,1,0.4199308395385728,1.5148958206176744,6.987989308855923
171,0,nhdhr_{461A6D1F-D52F-4F51-965A-3F7F43A43757},1,1.9930588531494138,0.8078514862060544,1.4726173457996978
172,0,nhdhr_112663162,2,0.3380501672012977,0.3461903915709916,0.010818687975898692
173,0,nhdhr_112043207,1,0.5605319976806626,2.5145229339599595,2.0300092710671365
174,0,nhdhr_29789891,5,1.0844426301497012,1.0938125656868658,1.6321191441843748
175,0,nhdhr_112654738,3,0.5961012109707758,0.4974800725338873,1.3128499159656382
176,0,nhdhr_107071658,1,1.170085372924806,5.4305681610107435,4.131234382631991
177,0,nhdhr_112609682,1,3.3314812469482433,2.390181808471681,2.1547593723936416
178,0,nhdhr_48789360,1,0.31859588623046875,0.49268341064453125,1.9044023413173647
179,0,nhdhr_128057580,1,2.924862670898438,0.591373252868653,2.9297134028052376
180,0,nhdhr_25621692,6,1.2429813139886383,1.5583621404222674,1.7559445487073562
181,0,nhdhr_107807531,11,0.827073660042278,1.2697797064519198,1.2886644592667094
182,0,nhdhr_80995293,2,1.6593501499594234,2.042278561029908,4.636708990747373
183,0,nhdhr_134187998,1,0.9331260681152358,1.866849517822267,2.3127738537756173
184,0,nhdhr_85083506,4,0.4104077489138909,1.685397400997884,2.5520734604515467
185,0,nhdhr_68748190,2,1.5068506581205814,2.8956145875638164,2.2476073891234707
186,0,nhdhr_81003831,2,3.6542478985355435,4.607349015839804,4.7987533842467975
187,0,nhdhr_112034379,3,2.110431738458168,1.782144023259637,2.006106913004535
188,0,nhdhr_91595965,254,1.7103064532540893,2.6197520141610657,3.2321933862830043
189,0,nhdhr_26155388,1,3.0960285949707043,2.1354115295410168,3.235652153968573
190,0,nhdhr_123271575,1,1.5888207244873023,1.8613541412353491,1.2231535870481558
191,0,nhdhr_{751DF507-02E9-4DAA-8A9E-3402460435C3},2,0.9138639112155201,1.7808727220354257,4.75700891836003
192,0,nhdhr_91676391,1,2.1138767242431644,4.167036437988282,4.717342111979912
193,0,nhdhr_107805873,1,0.7875503540039048,0.6099609374999986,0.23586786555645034
194,0,nhdhr_83635603,19,6.233428673874521,4.881514752209049,5.792599317679587
195,0,nhdhr_107806071,3,0.8877980120315005,1.3324878014186259,1.8891324922020434
196,0,nhdhr_112028119,3,0.9662562053496365,1.1851631467906427,0.9404017308336496
197,0,nhdhr_121840183,1,1.25177200317383,0.004100875854494035,0.9761721031188806
198,0,nhdhr_114542663,2,1.3713675571736401,1.8727858070434173,2.321716289923654
199,0,nhdhr_139259916,33,1.292614646099555,1.8142431211028414,2.504329734725795
200,0,nhdhr_145671446,2,1.407454362541236,2.5079085531024963,1.4244627688640394
201,0,nhdhr_112630822,8,2.0553847492762203,2.301096755415867,3.2370528772104255
202,0,nhdhr_{FB775796-F547-41B8-8AD0-173C6981672C},1,0.46845436096191406,0.4118480682373047,0.6368009975069242
203,0,nhdhr_35361059,52,1.8651401555673,2.157040669690141,2.890814398551854
204,0,nhdhr_114437057,1,1.237067794799806,1.8056999206542983,2.4678246127751393
205,0,nhdhr_60434885,5,1.6154212895181317,2.0611747489141012,2.152611749149455
206,0,nhdhr_34123048,1,0.3399358367919909,1.1208425140380847,0.8338584069697923
207,0,nhdhr_90694937,13,1.0699030841901693,1.4591215017589476,1.6057793369986413
208,0,nhdhr_85084040,9,1.2696334092573685,1.9881087440868708,2.2785254920356364
209,0,nhdhr_85829006,1,2.0682826995849624,1.5473896026611342,1.1785486435977148
210,0,nhdhr_65717296,4,2.5485452027475244,2.1700804976664028,3.3704818522454145
211,0,nhdhr_90119547,1,2.5487091064453153,4.288964462280276,6.678344260392052
212,0,nhdhr_{6A4E08BF-607F-433E-BE6B-F07C3B89B412},6,1.603154686296527,2.3329446214539424,2.969089479165902
213,0,nhdhr_136680631,1,1.094433212280272,0.1325935363769517,0.8233278706837908
214,0,nhdhr_107817905,2,1.0992181325747559,0.7085497758060011,1.4624014250698438
215,0,nhdhr_85083536,5,1.5314268477756559,2.536699831141816,3.3000051653999956
216,0,nhdhr_114543009,4,0.7951268004679651,3.5660876458283166,2.229527461784485
217,0,nhdhr_129955086,1,0.1155956268310554,2.2417858123779304,1.7917183309887612
218,0,nhdhr_87819555,1,1.381819763183593,1.3945684814453116,0.42897269839256325
219,0,nhdhr_91596527,15,2.229295686125652,2.27513808714252,2.888311022783536
220,0,nhdhr_29884887,1,0.5861949920654297,1.1819190979003906,0.22543672221010524
221,0,nhdhr_80004245,1,1.2839178466796888,1.9802622222900403,3.742622995501055
222,0,nhdhr_25603321,5,0.8246651927294799,1.6153546792539175,3.4497814331138166
223,0,nhdhr_91594251,22,1.5789402137092732,1.6338860729872007,2.2187476732986604
224,0,nhdhr_25597507,1,0.5850675201415996,0.1208612823486348,0.05584410316412658
225,0,nhdhr_129753499,1,0.7974868774414077,1.7356601715087905,0.8708124208461143
226,0,nhdhr_58682071,2,1.2144754033590213,2.0169563971316324,0.38483773939207155
227,0,nhdhr_112027721,52,0.7054468486518054,1.5394629657417278,2.0950571020889823
228,0,nhdhr_78690607,2,0.4879362485397621,1.0863824874899408,1.3814266702223708
229,0,nhdhr_107777173,2,1.0061407888261074,0.8490703733531335,0.3769870562023729
230,0,nhdhr_75474159,1,0.3877571323939719,0.27966993059430933,2.0175395989687672
231,0,nhdhr_{F112374E-7CB8-4DBA-872E-B983BC6A3E27},1,0.3732499694824227,1.179369888305665,0.0730445689905892
232,0,nhdhr_68745490,6,0.8766683594987354,1.6803391561311591,2.6978086770983642
233,0,nhdhr_131082538,1,1.6158437728881836,1.4498157501220703,1.2202160736589178
234,0,nhdhr_56128955,2,1.9314826445160067,2.1677117494823603,2.4846810368321686
235,0,nhdhr_130997150,8,1.824068599881843,2.235131201927244,2.2200565724499373
236,0,nhdhr_26037538,5,1.374101475412287,2.3157994777835613,4.507788274514962
237,0,nhdhr_107515424,1,4.187398529052736,5.414985275268556,6.012499507316825
238,0,nhdhr_31704389,1,1.1305427551269531,0.43087196350097656,3.538528954265331
239,0,nhdhr_107834389,1,0.6878917694091804,0.5502746582031257,0.27830389678648615
240,0,nhdhr_112043327,5,0.7903466012848839,0.7222241206267908,0.7168611963053668
241,0,nhdhr_107775805,1,0.0236296081542946,0.036891403198239914,0.8383317539211532
242,0,nhdhr_107719379,2,0.4866625137982876,1.7264881105216625,1.6068359400666878
243,0,nhdhr_95320015,1,0.09102478027343608,1.3799385070800767,0.06700181960557217
244,0,nhdhr_112028303,1,2.0349362945556635,1.5409520721435541,1.9085673894164046
245,0,nhdhr_34121965,81,1.4392820492015685,2.2041510509255815,2.437192839204442
246,0,nhdhr_59813071,1,2.34414108276367,1.0817032623290999,0.7260233420880837
247,0,nhdhr_{71E63F47-5698-4189-AC8A-DC91A1ADD419},1,3.133063278198243,1.582220993041993,0.12177736924852667
248,0,nhdhr_41387989,28,3.1157360369555405,3.2783171636050445,4.397725213016899
249,0,nhdhr_57259646,1,0.6724472045898438,1.073486328125,1.2786811410204848
250,0,nhdhr_{F62CBD06-776E-4A93-A5BF-5C6F898A9463},2,3.017083017854995,1.1293818866391059,2.9168446304499414
251,0,nhdhr_123912526,1,0.8315967559814439,0.4301208496093736,0.0006330404124881284
252,0,nhdhr_109986736,4,1.789865973827145,2.5392859076464953,3.0013801190449128
253,0,nhdhr_144113108,1,0.05226036071777429,0.43673034667968835,5.160127321717091
254,0,nhdhr_129954788,2,3.6380528122668903,3.6630986125158276,4.6673567060361645
255,0,nhdhr_34126947,37,1.5733174983435663,2.8799273605931157,3.575415430917811
256,0,nhdhr_136324995,1,0.5797606277465821,0.8188504409790038,0.5340179459163767
257,0,nhdhr_125961031,2,0.837285486662142,0.4250236727552333,1.4488199911787072
258,0,nhdhr_112956027,1,1.280477905273436,2.42832794189453,5.322647897249759
259,0,nhdhr_83021773,1,1.0532085418701165,1.2489883422851555,1.7211530602559542
260,0,nhdhr_167762650,5,2.5655949349624403,3.6669492045560292,4.9945076832291475
261,0,nhdhr_167667267,5,1.002895344244261,1.7719632040975262,2.6563342264653294
262,0,nhdhr_137420017,2,0.7924314139949278,1.294328155753712,0.6069672144449816
263,0,nhdhr_32672410,1,3.8995043945312524,4.556425781250002,5.002746073602086
264,0,nhdhr_75660297,1,0.901844787597657,1.59517593383789,1.821491649219137
265,0,nhdhr_112027777,52,0.9795019445169866,1.6813661138186995,2.269676204888521
266,0,nhdhr_112042457,1,0.012307357788085227,1.8982303619384773,2.0354329858806928
267,0,nhdhr_40514765,1,0.9375007629394538,1.1923683166503913,1.213590152519874
268,0,nhdhr_116989313,1,1.6719963836669898,0.779446868896482,2.4091684687298844
269,0,nhdhr_107708663,1,0.807902526855468,1.2573215484619134,0.8019692380983763
270,0,nhdhr_141196642,2,1.020859113502424,1.2763849099533573,1.273148655813423
271,0,nhdhr_32414543,1,0.6535063934326182,0.7362395477294932,1.2768609560226558
272,0,nhdhr_109946160,1,1.1538333892822266,2.317140579223633,3.995637506624064
273,0,nhdhr_{55DF87F0-9102-4FF7-A814-9F8C530C6C1B},3,0.3998024466283019,2.249196163048373,2.092181548344859
274,0,nhdhr_48807636,1,0.9758129119873047,0.5481472015380859,0.31953986423516767
275,0,nhdhr_81001947,12,0.9980941443354563,2.0109185322058947,1.8039009907787915
276,0,nhdhr_91595509,134,1.0647325612530905,2.0936478307661606,2.5838943977216347
277,0,nhdhr_45719382,1,0.5739052581787121,0.6691944885253918,1.0136238844561092
278,0,nhdhr_48788975,1,0.4335803985595703,1.9106197357177734,0.06573112917848789
279,0,nhdhr_99333987,1,2.809805297851561,1.4686168670654283,0.9516418617004874
280,0,nhdhr_80995307,5,0.9472863192359857,2.3830418204759543,2.4891379329767545
281,0,nhdhr_107513982,8,0.5009640663693666,2.619995879740216,3.6741200927357713
282,0,nhdhr_122167965,4,1.4779166213222974,0.9108230722166466,2.198092634340508
283,0,nhdhr_133051387,3,3.004949239374137,4.334568051255838,1.5341569481256638
284,0,nhdhr_155642842,1,0.33391761779785156,0.8641147613525391,1.2639006317301096
285,0,nhdhr_48799888,1,0.6787624359130859,1.9009456634521484,2.8803781647993105
286,0,nhdhr_58684625,2,1.3652106083782103,1.7962562991784168,1.6049366357608321
287,0,nhdhr_58708695,15,1.7778728485175466,1.802379852772593,1.9670473873264827
288,0,nhdhr_85802606,10,1.0184967368923585,1.6037822418637164,2.538451643513238
289,0,nhdhr_70331569,1,1.7106456756591797,1.6326866149902344,1.9346097967787728
290,0,nhdhr_{F62950CC-681F-46A8-9BBF-338F579B2758},1,1.6793624877929716,0.1772109985351591,2.1640748417149354
291,0,nhdhr_75661685,8,1.8746136087958984,2.251140646042988,3.41474383711086
292,0,nhdhr_{9A809FD0-529F-4380-A059-6E0C0D1A0B60},1,4.440358581542968,10.223527374267578,11.387114590567252
293,0,nhdhr_157616440,2,1.6996271321500938,1.5162196307458569,1.586294031679506
294,0,nhdhr_167667250,5,0.24958528005445707,2.452809360820431,3.368520646391171
295,0,nhdhr_129754756,1,1.7510005950927727,2.2859851837158196,2.071734933219414
296,0,nhdhr_68747764,12,1.1642662975240294,1.6321173217045348,1.8999510360079777
297,0,nhdhr_60089352,2,0.7202413046023146,0.8340606707707122,2.4625880047801365
298,0,nhdhr_143383209,1,0.1801272837320944,0.8087624104817728,2.063666916333016
299,0,nhdhr_80997991,1,0.9021752166748058,1.8275954437255848,0.1020599942312117
300,0,nhdhr_130052467,1,0.24833221435546804,0.7241279602050774,0.9862870787609843
301,0,nhdhr_{B303F354-30EB-450F-BC07-9E711B90A366},1,0.06883298238118485,3.282978426615397,6.642690051397306
302,0,nhdhr_48788438,1,1.2680511474609375,1.9045352935791016,4.176829308095449
303,0,nhdhr_{B38EAAF2-7AEB-4D0B-BBEF-B0A00E737B39},1,0.8456912994384762,5.756804084777832,5.698253491420109
304,0,nhdhr_125263011,1,0.6957601318359394,2.3266111602783184,1.4397567005617447
305,0,nhdhr_125548265,1,0.543772888183593,0.29556007385253835,0.4814811151128886
306,0,nhdhr_29851729,1,2.170057220458986,3.2180136871337908,3.391646054506353
307,0,nhdhr_120020396,71,2.0527911252342097,2.6582326763249604,3.037768361232927
308,0,nhdhr_129754586,9,1.0071003776498606,1.377270344907238,1.5040195672463883
309,0,nhdhr_69546003,1,0.5678977966308594,0.2309894561767578,0.49464013494485926
310,0,nhdhr_112626426,2,0.41065755052505515,1.0913248463518481,2.372754507631869
311,0,nhdhr_130166419,1,2.2395458221435547,1.9164905548095703,0.7840935994264555
312,0,nhdhr_78641975,1,0.2342864990234368,1.0800388336181648,1.8406666957290447
313,0,nhdhr_107723765,1,2.451989974975586,1.822339859008789,0.7515391777167757
314,0,nhdhr_155642117,1,0.6733627319335938,0.18646812438964844,1.711006949811889
315,0,nhdhr_99323093,1,6.268157196044921,5.28690071105957,4.484025592387166
